,APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Longitude,Latitude,Property on Map
157,5109008054,07/19/2019,Multi-Family,237 E 51ST ST,BAD APN,CA,99999,-118.27041,33.99666,POINT (-118.27040999999998 33.99666)
158,2249005017,11/21/2019,Multi-Family,14535 W WEDDINGTON ST,VAN NUYS,CA,91411,-118.45006,34.1668,POINT (-118.45006 34.1668)
159,2763021038,05/13/2019,Single Family,18859 W DEARBORN ST,LOS ANGELES,CA,91324,-118.54451,34.2377,POINT (-118.54451 34.2377)
160,5111013007,06/13/2019,Single Family,254 W 43RD ST,LOS ANGELES,CA,90037,-118.27752,34.0055,POINT (-118.27751999999998 34.0055)
161,6030016015,12/24/2019,Single Family,8465 1/2 S SAN PEDRO ST,LOS ANGELES,CA,90003,-118.26975,33.96143,POINT (-118.26975 33.96143)
162,4371019037,11/08/2019,Vacant Residential,993 N BEVERLY GLEN BLVD,LOS ANGELES,CA,90077,-118.43996,34.09342,POINT (-118.43996 34.09342)
163,4330013029,09/30/2019,Single Family,1251 S DANIELS DR,LOS ANGELES,CA,90035,-118.4012,34.05496,POINT (-118.4012 34.05496)
164,2047008028,02/19/2019,Single Family,5352 N ORRVILLE AVE,LOS ANGELES,CA,91367,-118.64694,34.16789,POINT (-118.64694000000001 34.16789)
165,5486014025,01/16/2019,Single Family,6062 E MYOSOTIS ST,LOS ANGELES,CA,90042,-118.18675,34.12166,POINT (-118.18675 34.12166)
166,2580019067,03/26/2019,Single Family,13151 N MIRA MAR DR,LOS ANGELES,CA,91342,-118.40547,34.31186,POINT (-118.40547 34.31186)
167,2570007024,01/04/2019,Single Family,10039 N FRANCE AVE,LOS ANGELES,CA,91042,-118.27831,34.25078,POINT (-118.27831 34.25078)
168,5016025021,02/25/2019,Single Family,1749 W 49TH ST,LOS ANGELES,CA,90062,-118.3106,33.99912,POINT (-118.3106 33.99912)
169,5014020026,12/31/2019,Multi-Family,4526 S 6TH AVE,LOS ANGELES,CA,90043,-118.32342,34.00194,POINT (-118.32342 34.00194)
170,2203014012,12/27/2019,Single Family,7536 N GENESTA AVE,LOS ANGELES,CA,91406,-118.50311,34.2078,POINT (-118.50311000000002 34.2078)
171,2181002008,08/21/2019,Single Family,5138 N HESPERIA AVE,LOS ANGELES,CA,91316,-118.52603,34.16304,POINT (-118.52603 34.16304)
172,6002016008,01/21/2019,Single Family,1720 W 60TH ST,LOS ANGELES,CA,90047,-118.30754,33.98578,POINT (-118.30754000000002 33.98578)
173,5088011011,08/07/2019,Single Family,6445 W COMMODORE SLOAT DR,LOS ANGELES,CA,90048,-118.36991,34.06154,POINT (-118.36991000000002 34.06154)
174,2627024016,02/11/2019,Single Family,13207 W BRYSON ST,LOS ANGELES,CA,91331,-118.42026,34.2287,POINT (-118.42026 34.2287)
175,5486009021,11/07/2019,Non-Residential,6645 N FIGUEROA ST,LOS ANGELES,CA,90042,-118.18536,34.12323,POINT (-118.18536 34.12323)
176,4012020006,05/02/2019,Single Family,3415 W 76TH ST,LOS ANGELES,CA,90043,-118.33145,33.97102,POINT (-118.33145 33.97102)
177,5106011021,08/02/2019,Multi-Family,1601 E 46TH ST,LOS ANGELES,CA,90011,-118.24542,34.00195,POINT (-118.24542000000001 34.00195)
178,5003032029,10/29/2019,Multi-Family,5719 S NORMANDIE AVE,LOS ANGELES,CA,90037,-118.30036,33.98998,POINT (-118.30036 33.98998)
179,7465016055,08/26/2019,Single Family,718 W 28TH ST,SAN PEDRO,CA,90731,-118.29212,33.7189,POINT (-118.29212000000001 33.7189)
180,5020013019,08/22/2019,Multi-Family,1233 W 42ND ST,LOS ANGELES,CA,90037,-118.29715,34.00743,POINT (-118.29715 34.00743)
181,5223009002,01/25/2019,Vacant Residential,2012 N MARIANNA AVE,LOS ANGELES,CA,90032,-118.17735,34.06643,POINT (-118.17735 34.06643)
182,5527015024,08/05/2019,Single Family,636 N LAUREL AVE,LOS ANGELES,CA,90048,-118.36467,34.08274,POINT (-118.36467 34.08274)
