ID,APN,Registered Date,Property Type,Property Address,Property Area,Rpt Dist No,Crm Cd Desc,Longitude,Latitude,Weapon Used Cd,Crime Code
0,140113642,06/02/2014,PARKING UNDERGROUND/BUILDING,400 S HOPE ST,Central,142,BURGLARY FROM VEHICLE,-118.2538,34.0522,0,330
1,142015449,03/01/2014,SINGLE FAMILY DWELLING,100 N EDGEMONT ST,Olympic,2015,THEFT OF IDENTITY,-118.2975,34.0728,0,354
2,140318666,08/25/2014,SINGLE FAMILY DWELLING,4800 CRENSHAW BL,Southwest,392,BATTERY - SIMPLE ASSAULT,-118.3308,34,400,624
3,140207314,03/05/2014,BEAUTY/BARBER SHOP,1300 W SUNSET BL,Rampart,219,THEFT OF IDENTITY,-118.2508,34.072,0,354
4,141304259,01/03/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",700 S SAN PEDRO ST,Newton,1307,BATTERY - SIMPLE ASSAULT,-118.2468,34.0407,400,624
5,142010645,05/24/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",100 S NORMANDIE AV,Olympic,2016,"RAPE, ATTEMPTED",-118.3004,34.0728,400,122
6,141405651,01/23/2014,TRANSPORTATION FACILITY (AIRPORT),400 WORLD WY,Pacific,1494,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.4072,33.9433,0,341
7,140109358,03/24/2014,SIDEWALK,8TH ST,Central,176,"THEFT, PERSON",-118.2508,34.0405,0,350
8,141112267,06/20/2014,SIDEWALK,SAN FERNANDO RD,Northeast,1189,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2257,34.0814,0,740
9,140804229,01/07/2014,PARKING LOT,10700 W PICO BL,West LA,884,BURGLARY FROM VEHICLE,-118.4247,34.0419,0,330
10,140123293,10/12/2014,SIDEWALK,6TH ST,Central,144,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2509,34.046,200,230
11,140805856,02/19/2014,PARKING UNDERGROUND/BUILDING,1100 BARRY AV,West LA,832,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.4609,34.0523,0,341
12,141606486,03/12/2014,MARKET,7700 FOOTHILL BL,Foothill,1637,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.3031,34.2593,0,442
13,141418738,05/26/2014,OTHER BUSINESS,9700 AIRPORT BL,Pacific,1496,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",-118.386,33.9482,0,668
14,142107624,03/22/2014,PARKING LOT,20100 SATICOY ST,Topanga,2128,ATTEMPTED ROBBERY,-118.571,34.2084,400,220
15,141312410,05/31/2014,OTHER BUSINESS,700 STANFORD AV,Newton,1307,BURGLARY,-118.2444,34.039,0,310
16,141304481,01/08/2014,"VEHICLE, PASSENGER/TRUCK",400 E 47TH ST,Newton,1352,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2696,34.0007,0,745
17,140114698,6/2/2014,PARKING UNDERGROUND/BUILDING,CHICK HEARN,Central,185,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.2652,34.0437,511,930
18,140501265,11/02/2014,PARKING LOT,1700 WILMINGTON BL,Harbor,515,BURGLARY FROM VEHICLE,-118.2752,33.7969,0,330
19,140710706,06/11/2014,SINGLE FAMILY DWELLING,1700 S CRESCENT HEIGHTS BL,Wilshire,762,BURGLARY,-118.3738,34.0467,0,310
20,141821495,12/11/2014,STREET,200 W 112TH ST,Southeast,1842,VEHICLE - STOLEN,-118.2761,33.933,0,510
21,141311273,05/14/2014,STREET,1000 E 33RD ST,Newton,1333,VEHICLE - STOLEN,-118.2583,34.0138,0,510
22,140905875,02/06/2014,HARDWARE/BUILDING SUPPLY,14500 KESWICK ST,Van Nuys,904,BURGLARY,-118.4488,34.2103,0,310
23,140213396,05/10/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1200 S LAKE ST,Rampart,281,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",-118.2828,34.0493,511,956
24,141218134,08/07/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7200 S SAN PEDRO ST,77th Street,1258,BATTERY - SIMPLE ASSAULT,-118.2695,33.9747,400,624
25,140316928,08/01/2014,OTHER BUSINESS,5300 W ADAMS BL,Southwest,311,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.3587,34.0325,0,745
26,140911831,06/15/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",14700 DELANO ST,Van Nuys,933,SHOTS FIRED AT INHABITED DWELLING,-118.4531,34.1827,102,251
27,141108411,04/03/2014,STREET,SCARBORO,Northeast,1147,CHILD ANNOYING (17YRS & UNDER),-118.2257,34.104,0,813
28,140814766,08/28/2014,OTHER BUSINESS,9500 W PICO BL,West LA,857,DOCUMENT FORGERY / STOLEN FELONY,-118.3954,34.0553,0,649
29,141612226,08/11/2014,SPECIALTY SCHOOL/OTHER,11200 HERRICK AV,Foothill,1612,TRESPASSING,-118.4173,34.2735,0,888
30,141813219,06/30/2014,STREET,112TH,Southeast,1844,VEHICLE - STOLEN,-118.2652,33.933,0,510
31,141323122,12/03/2014,PARKING LOT,2300 S HILL ST,Newton,1321,BURGLARY FROM VEHICLE,-118.269,34.0285,0,330
32,141512541,06/14/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7300 VINELAND AV,N Hollywood,1506,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.3703,34.2034,0,745
33,141614224,07/16/2014,SINGLE FAMILY DWELLING,10600 COMMERCE AV,Foothill,1638,THEFT OF IDENTITY,-118.2885,34.2612,0,354
34,150911655,11/01/2014,SINGLE FAMILY DWELLING,15100 MAGNOLIA BL,Van Nuys,963,THEFT OF IDENTITY,-118.4618,34.1649,0,354
35,141508561,03/31/2014,OTHER BUSINESS,11700 VOSE ST,N Hollywood,1515,ROBBERY,-118.3878,34.1985,511,210
36,141006337,02/26/2014,SINGLE FAMILY DWELLING,8000 ALDEA AV,West Valley,1007,BURGLARY,-118.5088,34.2157,0,310
37,141910676,04/20/2014,STORAGE SHED,15300 COBALT ST,Mission,1913,VEHICLE - STOLEN,-118.4653,34.3112,0,510
38,140105236,01/19/2014,SIDEWALK,5TH ST,Central,154,BATTERY - SIMPLE ASSAULT,-118.2476,34.0461,400,624
39,141305762,02/01/2014,STREET,31ST ST,Newton,1333,VEHICLE - STOLEN,-118.2618,34.0171,0,510
40,140127854,12/25/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",600 S SAN PEDRO ST,Central,166,INTIMATE PARTNER - SIMPLE ASSAULT,-118.2452,34.0423,400,626
41,141119553,11/11/2014,STREET,3200 ISABEL DR,Northeast,1147,BURGLARY FROM VEHICLE,-118.2316,34.1034,0,330
42,140814295,10/02/2014,SINGLE FAMILY DWELLING,16500 PARK LANE CI,West LA,804,BURGLARY,-118.4934,34.1307,0,310
43,140813372,09/10/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",2000 S SHENANDOAH ST,West LA,889,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.3848,34.0418,511,930
44,142014318,08/03/2014,AUTOMATED TELLER MACHINE (ATM),1200 S VERMONT AV,Olympic,2069,THEFT OF IDENTITY,-118.2916,34.0491,0,354
45,140211108,05/19/2014,"VEHICLE, PASSENGER/TRUCK",1000 W KENSINGTON RD,Rampart,218,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2571,34.0737,0,740
46,140109679,03/28/2014,OTHER STORE,400 S SPRING ST,Central,143,THEFT PLAIN - PETTY ($950 & UNDER),-118.2483,34.0488,0,440
47,141921877,07/25/2014,SINGLE FAMILY DWELLING,DEVONSHIRE BL,Mission,1954,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",-118.4674,34.2573,0,810
48,150715350,07/27/2014,POLICE FACILITY,4800 W VENICE BL,Wilshire,776,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,-118.3414,34.0466,0,845
49,140600501,01/01/2014,NIGHT CLUB (OPEN EVENINGS ONLY),1400 N IVAR AV,Hollywood,666,"THEFT, PERSON",-118.3288,34.0962,0,350
50,140915360,08/29/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",7300 WOODMAN AV,Van Nuys,909,INTIMATE PARTNER - SIMPLE ASSAULT,-118.4313,34.2031,500,626
51,140215199,08/01/2014,HOTEL,1900 W 3RD ST,Rampart,246,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2702,34.0619,207,230
52,141413741,01/16/2014,OTHER BUSINESS,2300 ABBOT KINNEY BL,Pacific,1441,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",-118.4596,33.9879,0,668
53,141205395,01/24/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",4500 S NORMANDIE AV,77th Street,1204,INTIMATE PARTNER - SIMPLE ASSAULT,-118.3002,34.0027,400,626
54,141716488,09/03/2014,OTHER BUSINESS,20200 PLUMMER ST,Devonshire,1771,DOCUMENT FORGERY / STOLEN FELONY,-118.5733,34.2428,0,649
55,142018156,10/19/2014,STREET,1800 S GRAMERCY PL,Olympic,2081,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.313,34.0418,102,230
56,141017753,11/21/2014,SINGLE FAMILY DWELLING,4600 ARRIBA DR,West Valley,1083,BURGLARY,-118.542,34.1545,0,310
57,141206939,02/18/2014,SINGLE FAMILY DWELLING,8200 WALL ST,77th Street,1268,THEFT PLAIN - PETTY ($950 & UNDER),-118.2717,33.9654,0,440
58,140406657,03/08/2014,STREET,THELMA,Hollenbeck,427,DOCUMENT FORGERY / STOLEN FELONY,-118.1791,34.0856,0,649
59,141227294,12/22/2014,STREET,4400 S FLOWER ST,77th Street,1209,BURGLARY FROM VEHICLE,-118.2816,34.0037,0,330
60,142116951,10/10/2014,SINGLE FAMILY DWELLING,7400 ROYER AV,Topanga,2133,THEFT OF IDENTITY,-118.6278,34.2042,0,354
61,141604753,01/22/2014,STREET,10000 TUJUNGA CANYON BL,Foothill,1658,VEHICLE - STOLEN,-118.2804,34.2497,0,510
62,140607387,03/02/2014,STREET,HOLLYWOOD BL,Hollywood,637,"THEFT, PERSON",-118.3252,34.1016,0,350
63,142105066,01/06/2014,SINGLE FAMILY DWELLING,8100 WINNETKA AV,Topanga,2118,BURGLARY,-118.571,34.2168,0,310
64,140910258,05/12/2014,SIDEWALK,KESTER,Van Nuys,974,ROBBERY,-118.4574,34.1576,400,210
65,140120977,09/07/2014,STREET,OLYMPIC BL,Central,185,BURGLARY FROM VEHICLE,-118.2544,34.0386,0,330
66,140324763,11/29/2014,SINGLE FAMILY DWELLING,3200 W 46TH ST,Southwest,392,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.3281,34.0019,0,930
67,140318898,08/29/2014,SINGLE FAMILY DWELLING,1500 W 35TH ST,Southwest,356,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",-118.3031,34.0246,0,341
68,140222403,12/17/2014,"VEHICLE, PASSENGER/TRUCK",OCEAN VIEW ST,Rampart,245,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2754,34.0629,0,740
69,140605768,02/02/2014,NIGHT CLUB (OPEN EVENINGS ONLY),6600 SANTA MONICA BL,Hollywood,665,THEFT PLAIN - PETTY ($950 & UNDER),-118.3332,34.0907,0,440
70,140325414,12/11/2014,STREET,4000 DON TOMASO DR,Southwest,391,BURGLARY FROM VEHICLE,-118.3443,34.0061,0,330
71,140622744,11/16/2014,STREET,LEXINGTON,Hollywood,665,BURGLARY FROM VEHICLE,-118.3395,34.0926,0,330
72,140127561,12/18/2014,STREET,6TH,Central,166,BATTERY - SIMPLE ASSAULT,-118.2452,34.0423,400,624
73,140300812,06/10/2014,STREET,S VERMONT AV,Southwest,396,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2915,34.0037,500,230
74,150204324,12/20/2014,GAS STATION,1900 S HOOVER ST,Rampart,292,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.2841,34.0399,511,930
75,141507310,03/05/2014,HIGH SCHOOL,3700 COLDWATER CANYON AV,N Hollywood,1591,UNAUTHORIZED COMPUTER ACCESS,-118.4135,34.1392,0,661
76,140217189,09/09/2014,PARKING LOT,200 S RENO ST,Rampart,231,BURGLARY FROM VEHICLE,-118.2823,34.0699,0,330
77,140518610,12/13/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1600 W PACIFIC COAST HY,Harbor,511,THEFT OF IDENTITY,-118.3043,33.7895,0,354
78,140608530,03/21/2014,SINGLE FAMILY DWELLING,5500 BARTON AV,Hollywood,657,BURGLARY,-118.3114,34.0876,0,310
79,140410529,06/18/2014,SIDEWALK,3600 MONTEREY RD,Hollenbeck,407,BATTERY - SIMPLE ASSAULT,-118.1875,34.0881,400,624
80,140122549,10/01/2014,OTHER RESIDENCE,600 S SAN PEDRO ST,Central,166,BATTERY - SIMPLE ASSAULT,-118.2452,34.0423,400,624
81,140127343,12/16/2014,DEPARTMENT STORE,700 S FIGUEROA ST,Central,161,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.2599,34.0494,0,442
82,140609925,04/15/2014,PARKING LOT,SUNSET,Hollywood,646,BATTERY - SIMPLE ASSAULT,-118.3376,34.098,400,624
83,150209711,01/01/2014,SINGLE FAMILY DWELLING,100 S VENDOME ST,Rampart,231,THEFT OF IDENTITY,-118.2822,34.0719,0,354
84,141111074,05/28/2014,SINGLE FAMILY DWELLING,400 N AVENUE 54,Northeast,1137,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.199,34.1106,0,740
85,140606806,02/20/2014,SINGLE FAMILY DWELLING,5300 LEMON GROVE AV,Hollywood,657,BURGLARY,-118.3091,34.0867,0,310
86,141307548,03/06/2014,SIDEWALK,55TH ST,Newton,1375,BATTERY - SIMPLE ASSAULT,-118.2521,33.993,400,624
87,140704571,01/15/2014,SINGLE FAMILY DWELLING,800 N LA JOLLA AV,Wilshire,701,BURGLARY,-118.368,34.0855,0,310
88,140319973,09/19/2014,SIDEWALK,MONTCLAIR,Southwest,313,BATTERY - SIMPLE ASSAULT,-118.3328,34.0326,500,624
89,171919018,08/20/2014,PUBLIC STORAGE,16000 FOOTHILL BL,Mission,1901,BURGLARY,-118.4889,34.3261,0,310
90,140211168,05/19/2014,"VEHICLE, PASSENGER/TRUCK",300 N VENDOME ST,Rampart,215,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2802,34.0749,0,420
91,141005541,02/07/2014,DRIVEWAY,17400 BURTON ST,West Valley,1006,VEHICLE - STOLEN,-118.5123,34.2202,0,510
92,141806176,02/13/2014,SINGLE FAMILY DWELLING,10900 LOU DILLON AV,Southeast,1849,ROBBERY,-118.2349,33.9356,102,210
93,140306909,02/21/2014,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",4200 S WESTERN AV,Southwest,395,ROBBERY,-118.3089,34.0073,500,210
94,140715779,10/31/2014,STREET,PICO BL,Wilshire,763,BATTERY - SIMPLE ASSAULT,-118.3612,34.0503,400,624
95,141819067,10/23/2014,STREET,1100 E 103RD ST,Southeast,1824,VEHICLE - STOLEN,-118.2565,33.9433,0,510
96,141015364,09/23/2014,STREET,7200 DARBY AV,West Valley,1015,VEHICLE - STOLEN,-118.5328,34.2066,0,510
97,140916200,08/26/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",14100 MOORPARK ST,Van Nuys,985,THEFT PLAIN - PETTY ($950 & UNDER),-118.44,34.1505,0,440
98,141817514,09/21/2014,SIDEWALK,99TH,Southeast,1821,ROBBERY,-118.2916,33.9463,109,210
99,151017719,10/01/2014,SINGLE FAMILY DWELLING,18000 BURBANK BL,West Valley,1045,OTHER MISCELLANEOUS CRIME,-118.5244,34.1722,0,946
100,141806249,02/16/2014,STREET,95TH ST,Southeast,1821,VEHICLE - STOLEN,-118.2916,33.9501,0,510
101,140518028,11/30/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",300 W 1ST ST,Harbor,564,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.2835,33.7433,511,930
102,140404882,01/22/2014,STREET,HOMER ST,Hollenbeck,402,THEFT PLAIN - PETTY ($950 & UNDER),-118.2051,34.0926,0,440
103,140118639,08/09/2014,SIDEWALK,5TH,Central,157,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.2427,34.0435,500,230
104,141119455,11/09/2014,STREET,2300 LAKE SHORE AV,Northeast,1173,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.2522,34.0944,0,331
105,141711125,06/12/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8500 DE SOTO AV,Devonshire,1791,THEFT OF IDENTITY,-118.5885,34.2246,0,354
106,140906510,02/20/2014,DEPARTMENT STORE,14000 RIVERSIDE DR,Van Nuys,964,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.438,34.1576,0,442
107,140118437,08/07/2014,LIBRARY,5TH ST,Central,152,THEFT PLAIN - PETTY ($950 & UNDER),-118.2561,34.0516,0,440
108,140325391,12/11/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1600 W JEFFERSON BL,Southwest,337,BURGLARY,-118.3027,34.0255,0,310
109,141611499,07/17/2014,SINGLE FAMILY DWELLING,10900 GLENOAKS BL,Foothill,1645,THEFT PLAIN - PETTY ($950 & UNDER),-118.4051,34.2677,0,440
110,141405577,01/21/2014,SINGLE FAMILY DWELLING,1600 CRESCENT PL,Pacific,1432,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.4631,33.9912,0,745
111,140306085,01/31/2014,"VEHICLE, PASSENGER/TRUCK",4100 CRENSHAW BL,Southwest,363,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.3351,34.0102,0,740
112,142108472,04/11/2014,PARKING UNDERGROUND/BUILDING,6600 TOPANGA CANYON BL,Topanga,2156,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.6059,34.1905,0,331
113,141909289,04/01/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",8200 LANGDON AV,Mission,1991,BATTERY - SIMPLE ASSAULT,-118.4693,34.2197,400,624
114,142106182,01/27/2014,SINGLE FAMILY DWELLING,20200 KESWICK ST,Topanga,2128,THEFT OF IDENTITY,-118.5732,34.2096,0,354
115,140816283,11/08/2014,SINGLE FAMILY DWELLING,10100 ROSSBURY PL,West LA,895,THEFT OF IDENTITY,-118.4042,34.0346,0,354
116,150304385,12/23/2014,SINGLE FAMILY DWELLING,3800 BUCKINGHAM RD,Southwest,363,DOCUMENT FORGERY / STOLEN FELONY,-118.3403,34.0173,0,649
117,141606806,03/18/2014,STREET,12000 OSBORNE ST,Foothill,1633,BURGLARY FROM VEHICLE,-118.3938,34.2736,0,330
118,141222345,10/09/2014,STREET,800 W 74TH ST,77th Street,1256,VEHICLE - STOLEN,-118.2871,33.9727,0,510
119,142109787,05/09/2014,SINGLE FAMILY DWELLING,8300 SALE AV,Topanga,2103,BURGLARY,-118.6191,34.2195,0,310
120,140710737,06/25/2014,STREET,6400 DREXEL AV,Wilshire,732,BURGLARY FROM VEHICLE,-118.3674,34.0689,0,330
121,140711900,07/26/2014,SINGLE FAMILY DWELLING,6000 DAUPHIN AV,Wilshire,782,BURGLARY,-118.3742,34.0345,400,310
122,141118455,07/08/2014,PARKING LOT,3000 WAVERLY DR,Northeast,1132,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2678,34.1106,0,740
123,141820400,11/18/2014,DRIVEWAY,8600 MENLO AV,Southeast,1801,BURGLARY FROM VEHICLE,-118.2904,33.9601,0,330
124,140312583,03/26/2014,SINGLE FAMILY DWELLING,4900 3RD AV,Southwest,392,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.3203,33.9988,306,740
125,171615955,09/01/2014,SINGLE FAMILY DWELLING,8800 BLUFFDALE DR,Foothill,1678,THEFT OF IDENTITY,-118.3607,34.2286,0,354
126,141808990,04/11/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",10500 ANTWERP ST,Southeast,1836,BURGLARY,-118.2486,33.9404,0,310
127,141713430,08/01/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",18300 MALDEN ST,Devonshire,1794,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.5317,34.2256,400,930
128,140512411,07/22/2014,LIQUOR STORE,1800 S PACIFIC AV,Harbor,585,THEFT PLAIN - PETTY ($950 & UNDER),-118.288,33.7279,0,440
129,140204120,01/02/2014,STREET,1400 VALENCIA ST,Rampart,299,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.2759,34.0421,0,420
130,141607257,04/01/2014,STREET,VINELAND,Foothill,1695,BATTERY - SIMPLE ASSAULT,-118.3703,34.2085,400,624
131,151018745,12/14/2014,PARKING LOT,6500 SHIRLEY AV,West Valley,1031,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),-118.5571,34.1884,0,420
132,141221239,09/25/2014,"VEHICLE, PASSENGER/TRUCK",1300 W 57TH ST,77th Street,1215,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.298,33.991,0,740
133,141606227,03/04/2014,STREET,11200 TUXFORD ST,Foothill,1675,VEHICLE - STOLEN,-118.3753,34.2317,0,510
134,141422320,08/31/2014,STREET,WASHINGTON,Pacific,1445,VEHICLE - STOLEN,-118.4319,33.999,0,510
135,141816038,08/23/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1600 E 92ND ST,Southeast,1826,BATTERY - SIMPLE ASSAULT,-118.246,33.9533,400,624
136,141514131,07/14/2014,STREET,HARTLAND ST,N Hollywood,1522,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.4181,34.195,0,331
137,141507077,03/02/2014,PARKING LOT,VINELAND,N Hollywood,1555,BATTERY - SIMPLE ASSAULT,-118.3704,34.1649,400,624
138,141014288,08/30/2014,STREET,18400 HART ST,West Valley,1025,BURGLARY FROM VEHICLE,-118.5335,34.1975,0,330
139,141316683,08/19/2014,STREET,200 W VERNON AV,Newton,1351,VEHICLE - STOLEN,-118.2762,34.0038,0,510
140,140205380,01/25/2014,SIDEWALK,6TH ST,Rampart,256,BIKE - STOLEN,-118.2724,34.0585,0,480
141,141013379,08/08/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",19600 SHERMAN WY,West Valley,1011,VIOLATION OF RESTRAINING ORDER,-118.5601,34.2012,0,901
142,141115594,08/23/2014,PARKING LOT,4300 LOS FELIZ BL,Northeast,1132,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2841,34.1125,0,745
143,141916428,07/31/2014,MARKET,9100 SEPULVEDA BL,Mission,1962,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.4676,34.2355,0,442
144,141430259,12/01/2014,CONSTRUCTION SITE,5100 INGLEWOOD BL,Pacific,1465,BURGLARY FROM VEHICLE,-118.4114,33.9895,0,330
145,141713928,08/12/2014,SINGLE FAMILY DWELLING,9900 WHITE OAK AV,Devonshire,1756,DOCUMENT FORGERY / STOLEN FELONY,-118.5199,34.2504,0,649
146,141506304,02/13/2014,STREET,MAGNOLIA BL,N Hollywood,1546,BATTERY - SIMPLE ASSAULT,-118.3877,34.1649,400,624
147,140617556,08/17/2014,STREET,5500 BARTON AV,Hollywood,657,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",-118.3114,34.0876,304,230
148,141116288,09/08/2014,DEPARTMENT STORE,2600 COLORADO BL,Northeast,1113,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.223,34.1422,0,442
149,142118529,11/16/2014,SINGLE FAMILY DWELLING,4700 EXCELENTE DR,Topanga,2183,THEFT PLAIN - PETTY ($950 & UNDER),-118.6168,34.1535,0,440
150,141417924,07/08/2014,BEACH,WINDWARD AV,Pacific,1431,VIOLATION OF RESTRAINING ORDER,-118.4736,33.9869,0,901
151,151205293,10/08/2014,POLICE FACILITY,7600 S BROADWAY,77th Street,1258,OTHER MISCELLANEOUS CRIME,-118.2783,33.9708,0,946
152,140905790,02/02/2014,STREET,4500 GREENBUSH AV,Van Nuys,976,BURGLARY FROM VEHICLE,-118.4258,34.1517,0,330
153,140622444,10/26/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1400 N CURSON AV,Hollywood,642,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.355,34.0962,511,930
154,141212289,05/14/2014,DEPARTMENT STORE,1800 W SLAUSON AV,77th Street,1213,THEFT PLAIN - PETTY ($950 & UNDER),-118.3089,33.9892,0,440
155,140710701,05/01/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5300 SAN VICENTE BL,Wilshire,745,THEFT OF IDENTITY,-118.3499,34.0522,0,354
156,141419430,07/01/2014,PARKING UNDERGROUND/BUILDING,10300 WOODBINE ST,Pacific,1407,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.4084,34.0283,0,331
157,140307983,02/24/2014,SINGLE FAMILY DWELLING,5700 BOWCROFT ST,Southwest,341,CRIMINAL THREATS - NO WEAPON DISPLAYED,-118.3692,34.0203,511,930
158,140612949,05/19/2014,SINGLE FAMILY DWELLING,1400 N LAS PALMAS AV,Hollywood,646,THEFT PLAIN - PETTY ($950 & UNDER),-118.3366,34.0962,0,440
159,141910645,04/26/2014,STREET,7700 VENTURA CANYON AV,Mission,1999,VEHICLE - STOLEN,-118.4287,34.2106,0,510
160,140215750,08/11/2014,"VEHICLE, PASSENGER/TRUCK",200 S LA FAYETTE PARK PL,Rampart,233,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",-118.2792,34.0692,0,740
161,140914717,08/14/2014,PARKING LOT,13800 SHERMAN WY,Van Nuys,909,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),-118.4335,34.2012,0,331
162,140514456,09/05/2014,"VEHICLE, PASSENGER/TRUCK",900 S BEACON ST,Harbor,566,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2804,33.736,0,745
163,141815649,08/17/2014,"VEHICLE, PASSENGER/TRUCK",600 W 127TH ST,Southeast,1831,VANDALISM - MISDEAMEANOR ($399 OR UNDER),-118.2859,33.9184,0,745
164,141822298,12/29/2014,PARKING LOT,8600 S CENTRAL AV,Southeast,1804,ROBBERY,-118.2564,33.9602,400,210
165,141801482,11/01/2014,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",16700 DENVER AV,Southeast,1891,INTIMATE PARTNER - SIMPLE ASSAULT,-118.2837,33.8802,400,626
166,141607044,03/27/2014,STREET,KELOWNA ST,Foothill,1651,VEHICLE - STOLEN,-118.421,34.2498,0,510
167,140910509,05/17/2014,DEPARTMENT STORE,5700 SEPULVEDA BL,Van Nuys,941,SHOPLIFTING - PETTY THEFT ($950 & UNDER),-118.4662,34.174,0,442
168,141113984,07/23/2014,SINGLE FAMILY DWELLING,5700 BENNER ST,Northeast,1139,THEFT OF IDENTITY,-118.1923,34.1069,0,354
